dataset,path,class_id,target_index,target_label,codec,quality,predicted_index,predicted_class,top1_confidence,is_correct,original_size_bytes,compressed_size_bytes,compression_ratio,psnr,ssim
imagewoof,data/imagewoof2-320/val/n02086240/ILSVRC2012_val_00029700.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3081968426704407,True,28839,28034,1.028715131625883,40.84463850875818,0.9904311606194994
imagewoof,data/imagewoof2-320/val/n02086240/ILSVRC2012_val_00031191.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3242325186729431,True,28276,27629,1.0234174237214522,41.23078942786522,0.9906269064503217
imagewoof,data/imagewoof2-320/val/n02086240/ILSVRC2012_val_00036602.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3798467218875885,True,19742,19250,1.0255584415584416,44.40938773545004,0.9921401174614597
imagewoof,data/imagewoof2-320/val/n02086240/ILSVRC2012_val_00038882.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4029293954372406,True,20950,20418,1.0260554412773044,43.291619459083776,0.9906837400906042
imagewoof,data/imagewoof2-320/val/n02086240/ILSVRC2012_val_00044661.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.37560659646987915,True,21490,20925,1.0270011947431301,43.380540656500855,0.9910533134111997
imagewoof,data/imagewoof2-320/val/n02086240/ILSVRC2012_val_00045970.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3806515038013458,True,27236,26622,1.0230636315829014,42.44315881816564,0.9911207304624078
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.28314679861068726,True,32634,31581,1.0333428327158736,40.09676112102716,0.9929925368589719
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1001.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4272099435329437,True,22477,21894,1.0266282999908651,43.447585447692596,0.99192376047842
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10061.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.22693611681461334,True,27707,26926,1.0290054222684395,39.67438754136099,0.9913616531078016
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10092.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.1812010258436203,True,28564,27738,1.0297786430168,41.84750154296041,0.9914442847449342
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1011.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3780598044395447,True,37839,36742,1.0298568395841272,39.000171255707684,0.99044160698221
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10162.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.24090732634067535,True,23873,23237,1.0273701424452382,42.72168643215191,0.9904393653143925
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10272.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.129877507686615,True,14201,13828,1.0269742551345098,44.75334733222819,0.9915304754520132
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1030.JPEG,n02086240,155,Shih-Tzu,jpeg,70,204,Lhasa,0.20960299670696259,False,17729,17274,1.0263401644089383,42.86805747696037,0.9921709333468636
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10350.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.21943847835063934,True,19519,19063,1.0239206840476316,43.94837926563136,0.9918645294800054
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10380.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.32636889815330505,True,25998,25250,1.0296237623762377,42.15172223299223,0.9912861656737291
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10482.JPEG,n02086240,155,Shih-Tzu,jpeg,70,194,Dandie Dinmont,0.19925133883953094,False,29279,28411,1.030551546936046,41.12904093017362,0.9922124706341
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10540.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.33900511264801025,True,33755,32719,1.0316635593997372,39.987420854997225,0.9892982528585618
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10542.JPEG,n02086240,155,Shih-Tzu,jpeg,70,196,miniature schnauzer,0.2218010574579239,False,13728,13401,1.024401164092232,46.452224191399125,0.9917236282016693
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10642.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.5396808981895447,True,24083,23424,1.028133538251366,43.23066691118875,0.9924965730303065
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10771.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4902306795120239,True,18962,18523,1.0237002645359823,43.242343139217326,0.9917102842314355
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1082.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3518204689025879,True,34633,33796,1.0247662445259793,39.746781083454856,0.9905666732003308
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10820.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.5288931131362915,True,24428,23765,1.0278981695771092,41.52674178867911,0.9918985785879405
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10901.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4262949824333191,True,26222,25503,1.028192761635886,42.69726955420094,0.9902243062075126
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_10970.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4325510263442993,True,14068,13732,1.0244683949898048,46.466569937440745,0.9928981137261482
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_110.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.19767624139785767,True,31504,30609,1.0292397660818713,40.3198582766407,0.9908684925452437
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_112.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3075232207775116,True,22003,21361,1.0300547727166331,42.955314597242236,0.9927360291001722
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1122.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.35499581694602966,True,19738,19194,1.028342190267792,45.51317355093388,0.9940618128903668
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1142.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.12763866782188416,True,21426,20874,1.026444380569129,44.606095604274586,0.9927646606552942
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11420.JPEG,n02086240,155,Shih-Tzu,jpeg,70,204,Lhasa,0.2515544891357422,False,30791,29854,1.031386078917398,40.79433737375835,0.9927910266320072
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11492.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4159381091594696,True,20991,20408,1.0285672285378282,44.50724386575371,0.9922825337118958
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11500.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.49946489930152893,True,14645,14239,1.0285132382892057,46.705465577711315,0.9917513683296092
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11551.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.17633430659770966,True,23366,22597,1.0340310660707173,40.95457612203893,0.9892580490876545
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11552.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.394491046667099,True,11927,11638,1.0248324454373603,47.1880387901767,0.9939402279000521
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11622.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.5645613074302673,True,24212,23603,1.025801804855315,42.19644292430796,0.9913809438218104
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11670.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.34816378355026245,True,29095,28151,1.033533444637846,39.56215395677132,0.992633850125516
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11692.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.29393666982650757,True,25642,24915,1.0291792093116596,42.21450294146109,0.9909170149206292
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1170.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.26189178228378296,True,20481,19999,1.024101205060253,42.94132526112014,0.9897865512409219
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11762.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.37794649600982666,True,16218,15830,1.0245104232469993,46.99866280606145,0.993710273186351
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1182.JPEG,n02086240,155,Shih-Tzu,jpeg,70,154,Pekinese,0.18360678851604462,False,10545,10013,1.0531309297912714,47.9961112855874,0.9939001301186027
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11860.JPEG,n02086240,155,Shih-Tzu,jpeg,70,200,Tibetan terrier,0.17733678221702576,False,30239,29399,1.028572400421783,40.50268184583784,0.991422523911821
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11861.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.2516414523124695,True,20770,20268,1.0247681073613577,43.69360688715355,0.9905518410443236
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11901.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.49687403440475464,True,25835,25248,1.0232493662864386,41.821915719181284,0.9900027285231605
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_11920.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.13589268922805786,True,19141,18638,1.026987874235433,44.59304418896552,0.9884728004053379
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1200.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.2505779266357422,True,23218,22549,1.029668721451062,43.442418500856206,0.9914967250655735
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12012.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.45304858684539795,True,19499,18952,1.0288623891937527,44.93381644781642,0.9942410126111568
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12071.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3908971846103668,True,22988,22389,1.0267542096565279,43.28002688342019,0.9917959355153982
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12122.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.47120600938796997,True,33319,32343,1.0301765451566027,39.44549162777501,0.992711244805283
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12182.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.39316490292549133,True,20021,19582,1.0224185476457972,42.97783136377956,0.9898587655590164
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1220.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3537690043449402,True,32656,31608,1.0331561629967096,39.892979660977105,0.9917813172535359
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12232.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.2582092881202698,True,40283,39046,1.0316805818777852,38.54723121941117,0.9909081412397068
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12251.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.361189603805542,True,26908,26012,1.0344456404736275,40.316753072004026,0.9900718943808883
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1230.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.5427156686782837,True,15663,15287,1.0245960620134755,45.34894994512388,0.9904873577495915
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12302.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.28266406059265137,True,13979,13694,1.0208120344676501,46.63934762362635,0.9933591180974873
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1231.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3347220718860626,True,22000,21269,1.034369269829329,42.08027515081906,0.9908679478821725
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12311.JPEG,n02086240,155,Shih-Tzu,jpeg,70,252,affenpinscher,0.2937515676021576,False,53313,51602,1.0331576295492422,42.41253337852659,0.9933045321747374
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12342.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.5592361688613892,True,15318,14921,1.0266067957911669,43.80474302453723,0.9880900611031797
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12401.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3704332709312439,True,18164,17739,1.0239585094988444,43.24942610822581,0.9891084915052764
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12470.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3162035346031189,True,26539,25809,1.028284706885195,42.16440838126401,0.9925042766690789
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12480.JPEG,n02086240,155,Shih-Tzu,jpeg,70,153,Maltese dog,0.19639796018600464,False,42128,40897,1.0301000073355013,41.86552533614312,0.9919265590925467
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12500.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.41086089611053467,True,32912,32016,1.0279860069965017,40.61351554992906,0.9908828037395985
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12501.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4873252213001251,True,24379,23860,1.0217518860016765,43.207448224171515,0.9909186297812963
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12630.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4535568952560425,True,34726,33416,1.0392027771127603,39.86722062901427,0.9926838114725541
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12650.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4592039883136749,True,23296,22605,1.0305684583056847,43.44140935581842,0.9923996173407446
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12690.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.320713073015213,True,12931,12549,1.0304406725635509,44.814614074416724,0.9815464048727081
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12751.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.45181360840797424,True,27376,26605,1.028979515128735,41.60149006367713,0.9899433463804982
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12752.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.31930890679359436,True,39194,38245,1.0248137011374037,38.63261491097477,0.9891299459436466
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12760.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.5668328404426575,True,15146,14782,1.0246245433635504,44.46412429869233,0.9914795260855248
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12790.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.1776283085346222,True,31409,30460,1.031155613919895,40.43371356735059,0.9908014319280495
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12821.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3448413014411926,True,21197,20564,1.0307819490371524,42.202760137106814,0.9913921255565775
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12841.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4120682179927826,True,15507,15211,1.0194596016041022,47.148690760324506,0.992968260108625
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12850.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.37156209349632263,True,22935,22264,1.0301383399209487,42.67194127480376,0.9912801629611393
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1292.JPEG,n02086240,155,Shih-Tzu,jpeg,70,204,Lhasa,0.2402362823486328,False,20560,20031,1.026409065947781,44.53280309174005,0.9930216855886531
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12950.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.2804553210735321,True,16467,16037,1.02681299494918,46.03287097924867,0.9929086676336795
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12991.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3280307352542877,True,31448,30678,1.0250994197796466,41.69238443535258,0.9913760996510478
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_13011.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4011545479297638,True,12802,12481,1.0257190930213924,46.53416563929806,0.9925292592959428
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_13101.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3006066083908081,True,29645,28786,1.0298408948794553,40.85618970234336,0.9924915421144581
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1312.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.18233156204223633,True,16162,15792,1.0234295845997974,44.70175254363091,0.9911715126732493
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1320.JPEG,n02086240,155,Shih-Tzu,jpeg,70,252,affenpinscher,0.2461782693862915,False,23557,23798,0.9898730985797126,43.976379667037705,0.9938053682992161
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1342.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.2798547148704529,True,26365,25661,1.0274346284244573,43.2542928990414,0.992316673527409
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1362.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.39309972524642944,True,46667,45236,1.031634096737112,39.6844184435752,0.9927014571042688
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1370.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4438730776309967,True,20270,19789,1.0243064328667442,44.05319199965659,0.9925458532835255
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1371.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.47371089458465576,True,29440,28618,1.0287231812146203,40.628494816515605,0.9903626790728203
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1372.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.37611743807792664,True,26312,25729,1.022659256092347,43.14812287098093,0.9912055207675184
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1422.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.6658589243888855,True,18641,18145,1.0273353540920365,43.93685748176828,0.9926769292248944
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1482.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.1370500922203064,True,22246,21665,1.0268174474959613,44.01652914611325,0.9903636417728002
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1501.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4018173813819885,True,26619,25807,1.0314643313829581,42.84550863126732,0.9933819627544808
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_151.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4872157573699951,True,29224,28326,1.0317023229541764,42.23262267245956,0.9911416513368927
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1551.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3832332491874695,True,29573,28737,1.0290914152486341,42.254914618668415,0.9924133301270356
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1582.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.48992684483528137,True,34659,33546,1.0331783223037023,39.28303439494058,0.9910034575666878
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1602.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.49954336881637573,True,30140,29183,1.0327930644553336,40.287239081057294,0.9902632363520522
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1611.JPEG,n02086240,155,Shih-Tzu,jpeg,70,552,feather boa,0.03536393493413925,False,24275,24459,0.9924772067541601,42.758850311602075,0.9939837903361474
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1612.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4142577648162842,True,32931,31811,1.0352079469365942,40.00191511421675,0.9921661440152537
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1621.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.19508236646652222,True,25925,25120,1.032046178343949,44.054672870516896,0.993254607588125
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1680.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.2628593146800995,True,21072,20393,1.0332957387338793,42.14860831955495,0.9909731810918068
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1681.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.35119518637657166,True,27694,26906,1.0292871478480636,42.65884813361441,0.991590806564768
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1690.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.28622472286224365,True,21443,20860,1.0279482262703739,43.51247394052446,0.9907056236992403
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1732.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.5002987384796143,True,36205,35024,1.0337197350388305,38.55742941746219,0.9899144272578274
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1770.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.5272228717803955,True,26153,25470,1.026815861798194,42.82004233991789,0.9924734555146127
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1781.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3273825943470001,True,18116,17613,1.0285584511440413,44.538363081207635,0.9922531703796155
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1831.JPEG,n02086240,155,Shih-Tzu,jpeg,70,200,Tibetan terrier,0.47869279980659485,False,15323,14925,1.0266666666666666,45.19115907778662,0.9948927173386344
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1900.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3398919105529785,True,42595,41234,1.0330067420090217,37.328405712542285,0.9914540304473368
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1920.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.4587062895298004,True,21384,20825,1.0268427370948379,43.5242010680691,0.9922038101490579
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1961.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.26780837774276733,True,18273,17861,1.0230670175242147,44.321378755706164,0.9905629702866466
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3891744613647461,True,22345,21689,1.0302457466918715,42.16897553337499,0.9917348212334097
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_220.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3700527548789978,True,22242,21580,1.0306765523632992,42.67548084971041,0.9915136067004261
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2211.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.292253702878952,True,27261,26413,1.0321054026426382,43.238944628931755,0.9945837546092569
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2222.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3760891556739807,True,30214,29362,1.0290170969280021,39.99380078520193,0.990048389672857
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_232.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.334724098443985,True,16250,15840,1.0258838383838385,44.47877098409413,0.9915964762550074
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2402.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.3246634602546692,True,30056,29242,1.0278366732781616,41.390331250837704,0.9911491914806918
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2430.JPEG,n02086240,155,Shih-Tzu,jpeg,70,155,Shih-Tzu,0.34293657541275024,True,15508,15056,1.0300212539851221,43.97514658021614,0.9888530380537173
