dataset,path,class_id,target_index,target_label,predicted_index,predicted_class,top1_confidence,is_correct
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12480.JPEG,n02086240,155,Shih-Tzu,153,Maltese dog,0.21172942221164703,False
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12500.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.35786640644073486,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12501.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.44774332642555237,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12630.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.4315445125102997,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12650.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.4151906371116638,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12690.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.31485337018966675,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12751.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.44903847575187683,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12752.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.33516725897789,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12760.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.5243591070175171,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12790.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.20685778558254242,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12821.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.34949615597724915,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12841.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.4086602032184601,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12850.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3414357900619507,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1292.JPEG,n02086240,155,Shih-Tzu,204,Lhasa,0.20737335085868835,False
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12950.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.26575830578804016,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_12991.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.31198185682296753,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_13011.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3608468472957611,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_13101.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.30277785658836365,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1312.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.18086740374565125,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1320.JPEG,n02086240,155,Shih-Tzu,252,affenpinscher,0.23127150535583496,False
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1342.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.2803109586238861,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1362.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.4117889106273651,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1370.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.443520724773407,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1371.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.47299501299858093,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1372.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3864125907421112,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1422.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.6515823602676392,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1482.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.13016986846923828,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1501.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.394486665725708,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_151.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.4899439215660095,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1551.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3763362467288971,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1582.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.46071144938468933,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1602.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.49598658084869385,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1611.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.040134381502866745,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1612.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.41530269384384155,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1621.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.19329452514648438,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1680.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.26758673787117004,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1681.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3434494733810425,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1690.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.27530771493911743,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1732.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.5152705907821655,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1770.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.5231825113296509,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1781.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3454253673553467,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1831.JPEG,n02086240,155,Shih-Tzu,200,Tibetan terrier,0.4552457630634308,False
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1900.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3406867980957031,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1920.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.4510730803012848,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_1961.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.2479293793439865,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.39527761936187744,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_220.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3493533432483673,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2211.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.25938597321510315,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2222.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.37773996591567993,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_232.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3217717111110687,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2402.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.32671058177948,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2430.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.31364569067955017,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2530.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.688102662563324,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2552.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.384778767824173,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2572.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.46126237511634827,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2601.JPEG,n02086240,155,Shih-Tzu,204,Lhasa,0.18075868487358093,False
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_262.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.37595516443252563,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2640.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.1988934725522995,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2661.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3826809227466583,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2690.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3450367748737335,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_271.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.6151219606399536,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2710.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.38607096672058105,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_272.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3399756848812103,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2722.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3461427390575409,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2761.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.4864836633205414,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2770.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.417298823595047,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2781.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.2936882972717285,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2800.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.5460302233695984,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2870.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.5277178883552551,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2880.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.6467156410217285,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2960.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.373645156621933,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_2961.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.2533486485481262,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_30.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.1516864150762558,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3031.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.15467481315135956,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3050.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.18354366719722748,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3052.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.28163135051727295,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3131.JPEG,n02086240,155,Shih-Tzu,200,Tibetan terrier,0.304807186126709,False
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_32.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.2764933109283447,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3210.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.2492581307888031,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_331.JPEG,n02086240,155,Shih-Tzu,200,Tibetan terrier,0.1974417120218277,False
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3330.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.2462284415960312,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3410.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.40690693259239197,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3492.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.25947970151901245,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_350.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.380737841129303,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3501.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.5893134474754333,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3550.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.22913986444473267,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3552.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.169799342751503,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3561.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.20717909932136536,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3572.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.17686603963375092,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3582.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3578142821788788,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3610.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.40811124444007874,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3611.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.41404274106025696,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3620.JPEG,n02086240,155,Shih-Tzu,262,Brabancon griffon,0.14028549194335938,False
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3650.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.43490713834762573,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3672.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.39855408668518066,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3681.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.258650541305542,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3692.JPEG,n02086240,155,Shih-Tzu,153,Maltese dog,0.19806399941444397,False
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3712.JPEG,n02086240,155,Shih-Tzu,204,Lhasa,0.24670834839344025,False
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3752.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.209657683968544,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3780.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.30359819531440735,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3802.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.19457101821899414,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3832.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.4058026969432831,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3850.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.42666375637054443,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3862.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.4583449959754944,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3872.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.4544593095779419,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3881.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.2699158489704132,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3891.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.29440274834632874,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3892.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.357186496257782,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3921.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.22592605650424957,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3930.JPEG,n02086240,155,Shih-Tzu,226,briard,0.15131622552871704,False
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3932.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.2739468514919281,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_3961.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.23236867785453796,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_402.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3903018832206726,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_4070.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.3153398036956787,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_412.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.40438178181648254,True
imagewoof,data/imagewoof2-320/val/n02086240/n02086240_4140.JPEG,n02086240,155,Shih-Tzu,155,Shih-Tzu,0.444025456905365,True
